OrderNumber,OrderDate,OrderType,CustomerType,CustomerName,CustomerState,ProductCategory,ProductNumber,ProductName,Quantity,Price,Discount,OrderTotal,Region
1002728,20-Jul-20,Wholesale,Business,Chase Cox Group,Illinois,Sunflower,SF704,Giant Sungold,10,$699.00 ,$139.80 ,"$6,850.20 ",United States
1002729,20-Jul-20,Wholesale,Business,Sara Peterson Inc.,South Carolina,Rose,RS518,Moss Rose,12,$14.99 ,$3.00 ,$176.88 ,United States
1002730,20-Jul-20,Wholesale,Business,Jonathan Campbell LLC,Minnesota,Sunflower,SF705,Suntastic Yellow,6,$684.00 ,$136.80 ,"$3,967.20 ",United States
1002731,20-Jul-20,Wholesale,Business,Claudia Zhou LLC,Missouri,Rose,RS519,Alba Rose,6,$16.75 ,$3.35 ,$97.15 ,United States
1002732,20-Jul-20,Retail,Individual,Madison Long,Florida,Rose,RS507,White Rose of York,1,$13.99 ,$0.00 ,$13.99 ,United States
1002733,20-Jul-20,Wholesale,Business,Joe Torres Group,New York,Sunflower,SF303,Terracotta,6,$450.00 ,$90.00 ,"$2,610.00 ",United States
1002734,21-Jul-20,Wholesale,Business,Levi Weber LLC,Georgia,Rose,RS108,Panda Robot Blueprint,4,$7.99 ,$1.60 ,$30.36 ,United States
1002735,21-Jul-20,Wholesale,Business,Andrew Wedge Inc.,Georgia,Rose,RS507,White Rose of York,10,$13.99 ,$2.80 ,$137.10 ,United States
1002736,21-Jul-20,Wholesale,Business,Armando Romero Industries,Indiana,Rose,RS502,Rosa Glauca,37,$24.95 ,$4.99 ,$918.16 ,United States
1002737,21-Jul-20,Wholesale,Business,Jose Flores Group,Michigan,Rose,RS105,Portland Rose,52,$12.00 ,$2.40 ,$621.60 ,United States
1002738,21-Jul-20,Retail,Individual,Christian Jenkins,Ohio,Rose,RS107,French Rose,1,$12.00 ,$0.00 ,$12.00 ,United States
1002739,21-Jul-20,Retail,Individual,Monica Schmidt,California,Orchid,OC603,Paphiopedlium Orchid,1,$189.00 ,$0.00 ,$189.00 ,United States
1002740,21-Jul-20,Wholesale,Business,Beth Ortega Inc.,Ohio,Rose,RS519,Alba Rose,3,$16.75 ,$3.35 ,$46.90 ,United States
1002741,21-Jul-20,Wholesale,Business,Stacy Munoz Inc.,Ohio,Rose,RS507,White Rose of York,12,$13.99 ,$2.80 ,$165.08 ,United States
1002742,21-Jul-20,Wholesale,Business,Chelsea Rodriguez Inc.,Montana,Sunflower,SF707,Italian White,5,$599.00 ,$119.80 ,"$2,875.20 ",United States
1002743,21-Jul-20,Retail,Individual,Priscilla Rai,California,Rose,RS104,Beach Rose,1,$4.99 ,$0.00 ,$4.99 ,United States
1002744,21-Jul-20,Retail,Individual,Jasmine Jackson,New York,Daisy,DS803,Curly Leaf Daisy,1,$29.99 ,$0.00 ,$29.99 ,United States
1002745,21-Jul-20,Wholesale,Business,Deanna Ramos Group,Iowa,Rose,RS505,Climbing Rose,10,$14.99 ,$3.00 ,$146.90 ,United States
1002746,21-Jul-20,Wholesale,Business,Preston Raman Inc.,Georgia,Daisy,DS809,Eastern Purple Coneflower,10,$42.99 ,$8.60 ,$421.30 ,United States
1002747,21-Jul-20,Wholesale,Business,Danny Rubio Inc.,Colorado,Sunflower,SF307,Moulin Rouge,19,$499.00 ,$99.80 ,"$9,381.20 ",United States
1002748,21-Jul-20,Wholesale,Business,Deanna Ramos Group,Iowa,Rose,RS503,Multiflora Rose,7,$24.99 ,$5.00 ,$169.93 ,United States
1002749,21-Jul-20,Retail,Individual,Carla Perez,New York,Rose,RS105,Portland Rose,1,$12.00 ,$0.00 ,$12.00 ,United States
1002750,21-Jul-20,Wholesale,Business,Jennifer Edwards LLC,Texas,Daisy,DS811,Ox-Eye Daisy,26,$27.50 ,$5.50 ,$709.50 ,United States
1002751,21-Jul-20,Retail,Business,Stephanie Ramirez LLC,Missouri,Daisy,DS803,Curly Leaf Daisy,75,$29.99 ,$0.00 ,"$2,249.25 ",United States
1002752,22-Jul-20,Retail,Individual,Anna Martinez,Florida,Sunflower,SF702,American Giant Hybrid,1,$899.00 ,$0.00 ,$899.00 ,United States
1002753,22-Jul-20,Wholesale,Business,Johnny Shan Co.,New Mexico,Rose,RS521,Hybrid Musk,8,$19.50 ,$3.90 ,$152.10 ,United States
1002754,22-Jul-20,Retail,Individual,Jaclyn Zhang,California,Daisy,DS804,Chrysanthemum Daisy,1,$37.99 ,$0.00 ,$37.99 ,United States
1002755,22-Jul-20,Wholesale,Business,Samuel Collins Corporation,Washington,Orchid,OC202,Catasetum Orchid,7,$58.95 ,$11.79 ,$400.86 ,United States
1002756,22-Jul-20,Retail,Individual,Casey Nath,North Carolina,Daisy,DS809,Eastern Purple Coneflower,1,$42.99 ,$0.00 ,$42.99 ,United States
1002757,22-Jul-20,Wholesale,Business,Tristan Alexander LLC,South Carolina,Rose,RS519,Alba Rose,10,$16.75 ,$3.35 ,$164.15 ,United States
1002758,22-Jul-20,Wholesale,Business,Byron Vazquez Group,Tennessee,Daisy,DS802,Mojave Desert Star,43,$49.95 ,$9.99 ,"$2,137.86 ",United States
1002759,22-Jul-20,Retail,Individual,Stephanie Bailey,Colorado,Daisy,DS801,Rough Daisy,1,$36.99 ,$0.00 ,$36.99 ,United States
1002760,22-Jul-20,Retail,Individual,Brenda Madan,District of Columbia,Rose,RS508,Ayrshire Rose,1,$15.50 ,$0.00 ,$15.50 ,United States
1002761,22-Jul-20,Wholesale,Business,Ian Richardson Invisionaries,Minnesota,Sunflower,SF305,Ms. Mars,2,$455.00 ,$91.00 ,$819.00 ,United States
1002762,22-Jul-20,Wholesale,Business,Gerald Gonzalez LLC,Iowa,Rose,RS517,Wild Alberta Rose,78,$19.50 ,$3.90 ,"$1,517.10 ",United States
1002763,22-Jul-20,Retail,Individual,Ernest Wu,Michigan,Daisy,DS813,English Daisy,1,$29.99 ,$0.00 ,$29.99 ,United States
1002764,23-Jul-20,Retail,Individual,Albert Diaz,New York,Rose,RS105,Portland Rose,1,$12.00 ,$0.00 ,$12.00 ,United States
1002765,23-Jul-20,Wholesale,Business,Manuel Sara Group,Missouri,Rose,RS107,French Rose,7,$12.00 ,$2.40 ,$81.60 ,United States
1002766,23-Jul-20,Retail,Individual,Richard Blue,California,Rose,RS104,Beach Rose,1,$4.99 ,$0.00 ,$4.99 ,United States
1002767,23-Jul-20,Wholesale,Business,Johnny Shan Co.,New Mexico,Rose,RS506,Heirloom Rose,76,$16.99 ,$3.40 ,"$1,287.84 ",United States
1002768,23-Jul-20,Wholesale,Business,Samuel Collins Corporation,Washington,Sunflower,SF703,Russian Mammoth,77,$549.00 ,$109.80 ,"$42,163.20 ",United States
1002769,23-Jul-20,Wholesale,Business,Albert Moreno andSons,Kansas,Orchid,OC201,Phalaenopsis Orchid,10,$54.00 ,$10.80 ,$529.20 ,United States
1002770,23-Jul-20,Wholesale,Business,Jessica Peterson Security,New York,Rose,RS106,China Rose,7,$8.99 ,$1.80 ,$61.13 ,United States
1002771,23-Jul-20,Wholesale,Business,Robyn Alvarez Educators,Ohio,Daisy,DS813,English Daisy,11,$29.99 ,$6.00 ,$323.89 ,United States
1002772,23-Jul-20,Retail,Individual,Meagan Madan,District of Columbia,Rose,RS520,Rogusa Rose,1,$17.50 ,$0.00 ,$17.50 ,United States
1002773,23-Jul-20,Wholesale,Business,Sydney Carter Security,Florida,Rose,RS503,Multiflora Rose,106,$24.99 ,$5.00 ,"$2,643.94 ",United States
1002774,24-Jul-20,Retail,Individual,Antonio Patterson,District of Columbia,Rose,RS105,Portland Rose,1,$12.00 ,$0.00 ,$12.00 ,United States
1002775,24-Jul-20,Wholesale,Business,Jonathon Alvarez Inc.,Michigan,Rose,RS104,Beach Rose,8,$4.99 ,$1.00 ,$38.92 ,United States
1002776,24-Jul-20,Wholesale,Business,Nicholas Robinson LLC,Arizona,Sunflower,SF307,Moulin Rouge,3,$499.00 ,$99.80 ,"$1,397.20 ",United States
1002777,24-Jul-20,Wholesale,Business,Briana Dominguez LLC,Connecticut,Orchid,OC607,Zygopetalum Orchid,4,$245.00 ,$49.00 ,$931.00 ,United States
1002778,24-Jul-20,Retail,Individual,Ian Gonzales,Pennsylvania,Sunflower,SF705,Suntastic Yellow,1,$684.00 ,$0.00 ,$684.00 ,United States
1002779,24-Jul-20,Wholesale,Business,Chloe Nelson AITech,Arizona,Rose,RS507,White Rose of York,6,$13.99 ,$2.80 ,$81.14 ,United States
1002780,24-Jul-20,Wholesale,Business,Brett Sanchez andSons,Arizona,Sunflower,SF305,Ms. Mars,5,$455.00 ,$91.00 ,"$2,184.00 ",United States
1002781,24-Jul-20,Retail,Individual,Erika Gomez,Michigan,Rose,RS503,Multiflora Rose,1,$24.99 ,$0.00 ,$24.99 ,United States
1002782,24-Jul-20,Retail,Individual,Catherine Morris,Georgia,Rose,RS101,Prickly Wild Rose,1,$9.99 ,$0.00 ,$9.99 ,United States
1002783,24-Jul-20,Wholesale,Business,Ruben Rodriguez andSons,Louisiana,Rose,RS106,China Rose,10,$8.99 ,$1.80 ,$88.10 ,United States
1002784,24-Jul-20,Wholesale,Business,Todd Li Group,Delaware,Rose,RS107,French Rose,9,$12.00 ,$2.40 ,$105.60 ,United States
1002785,24-Jul-20,Wholesale,Business,Jonathan Rodriguez Inc.,North Carolina,Rose,RS507,White Rose of York,10,$13.99 ,$2.80 ,$137.10 ,United States
1002786,24-Jul-20,Retail,Individual,Emma James,Arizona,Rose,RS513,Tea Rose,1,$14.99 ,$0.00 ,$14.99 ,United States
1002787,24-Jul-20,Retail,Individual,Kaitlyn Henderson,California,Orchid,OC204,Cymbidium Orchid,1,$89.00 ,$0.00 ,$89.00 ,United States
1002788,24-Jul-20,Wholesale,Business,Seth Alexander Group,Illinois,Sunflower,SF705,Suntastic Yellow,8,$684.00 ,$136.80 ,"$5,335.20 ",United States
1002789,24-Jul-20,Wholesale,Business,Logan Parker Inc.,Tennessee,Sunflower,SF702,American Giant Hybrid,8,$899.00 ,$179.80 ,"$7,012.20 ",United States
1002790,24-Jul-20,Retail,Individual,Tanya Moreno,Tennessee,Orchid,OC606,Vanda Orchid,1,$225.00 ,$0.00 ,$225.00 ,United States
1002791,24-Jul-20,Retail,Individual,Gabriella Lopez,California,Orchid,OC203,Cycnoches Orchid,1,$69.00 ,$0.00 ,$69.00 ,United States
1002792,25-Jul-20,Wholesale,Business,Claudia Zhou LLC,Missouri,Orchid,OC204,Cymbidium Orchid,9,$89.00 ,$17.80 ,$783.20 ,United States
1002793,25-Jul-20,Retail,Individual,Bailey Scott,Alabama,Orchid,OC206,Dendrobium Orchid,1,$119.00 ,$0.00 ,$119.00 ,United States
1002794,25-Jul-20,Wholesale,Business,Marcus Anderson Inc.,Alabama,Orchid,OC201,Phalaenopsis Orchid,6,$54.00 ,$10.80 ,$313.20 ,United States
1002795,25-Jul-20,Wholesale,Business,Devin Martinez Inc.,North Carolina,Sunflower,SF305,Ms. Mars,31,$455.00 ,$91.00 ,"$14,014.00 ",United States
1002796,25-Jul-20,Wholesale,Business,Marc Ruiz Group,Delaware,Orchid,OC606,Vanda Orchid,8,$225.00 ,$45.00 ,"$1,755.00 ",United States
1002797,25-Jul-20,Wholesale,Business,Jaclyn Guo,Florida,Rose,RS503,Multiflora Rose,4,$24.99 ,$5.00 ,$94.96 ,United States
1002798,25-Jul-20,Retail,Individual,Eugene Ye,Michigan,Rose,RS108,Panda Robot Blueprint,1,$7.99 ,$0.00 ,$7.99 ,United States
1002799,25-Jul-20,Retail,Individual,Chase Morgan,California,Orchid,OC607,Zygopetalum Orchid,2,$245.00 ,$0.00 ,$490.00 ,United States
1002800,25-Jul-20,Retail,Individual,Billy Moreno,Kentucky,Rose,RS502,Rosa Glauca,1,$24.95 ,$0.00 ,$24.95 ,United States
1002801,25-Jul-20,Retail,Individual,Antonio Washington,Pennsylvania,Rose,RS105,Portland Rose,1,$12.00 ,$0.00 ,$12.00 ,United States
1002802,26-Jul-20,Wholesale,Business,Thomas Chen Inc.,Texas,Rose,RS109,Floribunda,10,$10.99 ,$2.20 ,$107.70 ,United States
1002803,26-Jul-20,Wholesale,Business,Ashley Martinez Industries,Pennsylvania,Sunflower,SF303,Terracotta,7,$450.00 ,$90.00 ,"$3,060.00 ",United States
1002804,26-Jul-20,Retail,Individual,Lucas Miller,Iowa,Orchid,OC602,Miltonia Orchid,1,$189.00 ,$0.00 ,$189.00 ,United States
1002805,26-Jul-20,Wholesale,Business,Kendra Gutierrez Inc..,Oklahoma,Daisy,DS811,Ox-Eye Daisy,7,$27.50 ,$5.50 ,$187.00 ,United States
1002806,26-Jul-20,Retail,Individual,Dorothy Robinson,Colorado,Daisy,DS806,Shasta Daisy,1,$49.00 ,$0.00 ,$49.00 ,United States
1002807,26-Jul-20,Retail,Individual,Julia Garcia,Texas,Daisy,DS805,Barberton Daisy,1,$49.00 ,$0.00 ,$49.00 ,United States
1002808,26-Jul-20,Retail,Individual,Robin Gill,Texas,Rose,RS110,Noisette Rose,1,$12.00 ,$0.00 ,$12.00 ,United States
1002809,26-Jul-20,Retail,Individual,Gabrielle Butler,California,Orchid,OC606,Vanda Orchid,1,$225.00 ,$0.00 ,$225.00 ,United States
1002810,26-Jul-20,Wholesale,Business,Kimberly Murphy Engineering,Georgia,Orchid,OC206,Dendrobium Orchid,103,$119.00 ,$23.80 ,"$12,233.20 ",United States
1002811,26-Jul-20,Wholesale,Business,Luis Wang Company,Missouri,Orchid,OC206,Dendrobium Orchid,10,$119.00 ,$23.80 ,"$1,166.20 ",United States
1002812,26-Jul-20,Retail,Business,Eddie Munoz LLC,California,Rose,RS518,Moss Rose,92,$14.99 ,$0.00 ,"$1,379.08 ",United States
1002813,26-Jul-20,Wholesale,Business,Mario She Group,Utah,Rose,RS102,Carolina Rose,29,$8.99 ,$1.80 ,$258.91 ,United States
1002814,27-Jul-20,Wholesale,Business,Melinda Romero LLC,District of Columbia,Daisy,DS802,Mojave Desert Star,4,$49.95 ,$9.99 ,$189.81 ,United States
1002815,27-Jul-20,Wholesale,Business,Katherine Perry Inc.,District of Columbia,Rose,RS502,Rosa Glauca,8,$24.95 ,$4.99 ,$194.61 ,United States
1002816,27-Jul-20,Wholesale,Business,Seth Alexander Group,Illinois,Rose,RS504,Shining Rose,12,$12.99 ,$2.60 ,$153.28 ,United States
1002817,27-Jul-20,Retail,Individual,Gloria Martin,Illinois,Sunflower,SF705,Suntastic Yellow,2,$684.00 ,$0.00 ,"$1,368.00 ",United States
1002818,27-Jul-20,Wholesale,Business,Ashlee Jai Inc.,Oklahoma,Rose,RS519,Alba Rose,8,$16.75 ,$3.35 ,$130.65 ,United States
1002819,27-Jul-20,Retail,Individual,Cameron Griffin,Indiana,Rose,RS507,White Rose of York,1,$13.99 ,$0.00 ,$13.99 ,United States
1002820,27-Jul-20,Wholesale,Business,Jonathan Martinez Inc.,Kentucky,Daisy,DS805,Barberton Daisy,106,$49.00 ,$9.80 ,"$5,184.20 ",United States
1002821,27-Jul-20,Retail,Individual,Elijah Adams,Alabama,Sunflower,SF303,Terracotta,1,$450.00 ,$0.00 ,$450.00 ,United States
1002822,27-Jul-20,Wholesale,Business,Russell Raje Inc.,New York,Rose,RS110,Noisette Rose,4,$11.99 ,$2.40 ,$45.56 ,United States
1002823,27-Jul-20,Wholesale,Business,Javier Ortega andSons,North Carolina,Rose,RS519,Alba Rose,5,$16.75 ,$3.35 ,$80.40 ,United States
1002824,27-Jul-20,Wholesale,Business,Gerald Gonzalez LLC,Iowa,Rose,RS513,Tea Rose,3,$14.99 ,$3.00 ,$41.97 ,United States
1002825,27-Jul-20,Wholesale,Business,Joseph Taylor Group,New York,Sunflower,SF702,American Giant Hybrid,10,$899.00 ,$179.80 ,"$8,810.20 ",United States
1002826,27-Jul-20,Wholesale,Business,Henry Garcia Inc.,Georgia,Rose,RS107,French Rose,28,$12.00 ,$2.40 ,$333.60 ,United States
1002827,27-Jul-20,Wholesale,Business,Jose Flores Group,Michigan,Orchid,OC203,Cycnoches Orchid,53,$69.00 ,$13.80 ,"$3,643.20 ",United States
1002828,28-Jul-20,Retail,Business,Jennifer Campbell Security,Pennsylvania,Rose,RS106,China Rose,3,$8.99 ,$0.00 ,$26.97 ,United States
1002829,28-Jul-20,Retail,Business,Courtney Hernandez Inc.,Minnesota,Orchid,OC206,Dendrobium Orchid,2,$119.00 ,$0.00 ,$238.00 ,United States
1002830,28-Jul-20,Wholesale,Business,Tamara Liang Inc.,Ohio,Sunflower,SF303,Terracotta,5,$450.00 ,$90.00 ,"$2,160.00 ",United States
1002831,28-Jul-20,Wholesale,Business,Hailey Collins Security,Missouri,Rose,RS501,Prairie Rose,6,$23.99 ,$4.80 ,$139.14 ,United States
1002832,28-Jul-20,Retail,Individual,Bryant Srini,California,Rose,RS106,China Rose,1,$8.99 ,$0.00 ,$8.99 ,United States
1002833,28-Jul-20,Retail,Individual,Francisco Gonzalez,Nebraska,Rose,RS521,Hybrid Musk,1,$19.50 ,$0.00 ,$19.50 ,United States
1002834,28-Jul-20,Retail,Individual,Megan Jackson,New York,Rose,RS501,Prairie Rose,1,$23.99 ,$0.00 ,$23.99 ,United States
1002835,28-Jul-20,Wholesale,Business,James Williams Inc..,California,Rose,RS104,Beach Rose,5,$4.99 ,$1.00 ,$23.95 ,United States
1002836,28-Jul-20,Wholesale,Business,Brad She Group,Texas,Orchid,OC204,Cymbidium Orchid,40,$89.00 ,$17.80 ,"$3,542.20 ",United States
1002837,28-Jul-20,Retail,Individual,Angelica Perry,North Carolina,Sunflower,SF305,Ms. Mars,1,$455.00 ,$0.00 ,$455.00 ,United States
1002838,28-Jul-20,Wholesale,Business,Ian Jenkins International,Texas,Rose,RS106,China Rose,78,$8.99 ,$1.80 ,$699.42 ,United States
1002839,28-Jul-20,Wholesale,Business,Rosa Wang LLC,New York,Rose,RS502,Rosa Glauca,4,$24.95 ,$4.99 ,$94.81 ,United States
1002840,28-Jul-20,Wholesale,Business,Marcus Anderson Inc.,Alabama,Sunflower,SF306,Chianti,8,$250.00 ,$50.00 ,"$1,950.00 ",United States
1002841,28-Jul-20,Wholesale,Business,Catherine Torres Inc.,Arizona,Rose,RS513,Tea Rose,94,$14.99 ,$3.00 ,"$1,406.06 ",United States
1002842,29-Jul-20,Wholesale,Business,Amanda Adams International,West Virginia,Orchid,OC204,Cymbidium Orchid,9,$89.00 ,$17.80 ,$783.20 ,United States
1002843,29-Jul-20,Wholesale,Business,Lauren Thompson Inc.,California,Orchid,OC206,Dendrobium Orchid,10,$119.00 ,$23.80 ,"$1,166.20 ",United States
1002844,29-Jul-20,Retail,Individual,Mathew Suarez,Wisconsin,Rose,RS521,Hybrid Musk,1,$19.50 ,$0.00 ,$19.50 ,United States
1002845,29-Jul-20,Retail,Individual,Evan James,New York,Sunflower,SF302,Sunny Smile,1,$395.00 ,$0.00 ,$395.00 ,United States
1002846,29-Jul-20,Retail,Individual,Rafael Hu,Alabama,Rose,RS104,Beach Rose,1,$4.99 ,$0.00 ,$4.99 ,United States
1002847,29-Jul-20,Retail,Individual,Christian Thomas,North Carolina,Daisy,DS801,Rough Daisy,1,$36.99 ,$0.00 ,$36.99 ,United States
1002848,29-Jul-20,Retail,Business,Jennifer Campbell Security,Pennsylvania,Rose,RS502,Rosa Glauca,2,$24.95 ,$0.00 ,$49.90 ,United States
1002849,29-Jul-20,Wholesale,Business,Zoe Murphy Group,Louisiana,Rose,RS104,Beach Rose,56,$4.99 ,$1.00 ,$278.44 ,United States
1002850,29-Jul-20,Retail,Individual,Pedro Vance,California,Rose,RS508,Ayrshire Rose,1,$15.50 ,$0.00 ,$15.50 ,United States
1002851,29-Jul-20,Retail,Business,Ruth Madan Games,Massachusetts,Rose,RS101,Prickly Wild Rose,13,$9.99 ,$0.00 ,$129.87 ,United States
1002852,29-Jul-20,Wholesale,Business,Jorge Hu Group,Alabama,Rose,RS521,Hybrid Musk,5,$19.50 ,$3.90 ,$93.60 ,United States
1002853,29-Jul-20,Retail,Individual,Melody Browning,Texas,Sunflower,SF305,Ms. Mars,1,$455.00 ,$0.00 ,$455.00 ,United States
1002854,29-Jul-20,Wholesale,Business,Maria Reed Inc.,Minnesota,Sunflower,SF305,Ms. Mars,13,$455.00 ,$91.00 ,"$5,824.00 ",United States
1002855,29-Jul-20,Retail,Individual,Gloria Ruiz,North Carolina,Orchid,OC206,Dendrobium Orchid,1,$119.00 ,$0.00 ,$119.00 ,United States
1002856,29-Jul-20,Wholesale,Business,Nicholas Robinson LLC,Arizona,Daisy,DS801,Rough Daisy,5,$36.99 ,$7.40 ,$177.55 ,United States
1002857,29-Jul-20,Retail,Individual,Sara Reed,California,Orchid,OC202,Catasetum Orchid,4,$58.95 ,$0.00 ,$235.80 ,United States
1002858,29-Jul-20,Retail,Individual,Trisha Zhou,Arizona,Rose,RS109,Floribunda,1,$10.99 ,$0.00 ,$10.99 ,United States
1002859,30-Jul-20,Wholesale,Business,Logan Parker Inc.,Tennessee,Rose,RS521,Hybrid Musk,4,$19.50 ,$3.90 ,$74.10 ,United States
1002860,30-Jul-20,Retail,Individual,Amanda Ross,Florida,Daisy,DS809,Eastern Purple Coneflower,1,$42.99 ,$0.00 ,$42.99 ,United States
1002861,30-Jul-20,Retail,Individual,Caleb Griffin,Michigan,Daisy,DS801,Rough Daisy,1,$36.99 ,$0.00 ,$36.99 ,United States
1002862,30-Jul-20,Retail,Individual,Misty Rai,New Jersey,Rose,RS108,Panda Robot Blueprint,1,$7.99 ,$0.00 ,$7.99 ,United States
1002863,30-Jul-20,Retail,Individual,Jennifer Alexander,Alaska,Daisy,DS809,Eastern Purple Coneflower,1,$42.99 ,$0.00 ,$42.99 ,United States
1002864,30-Jul-20,Wholesale,Business,Marcus Anderson Inc.,Alabama,Rose,RS104,Beach Rose,4,$4.99 ,$1.00 ,$18.96 ,United States
1002865,30-Jul-20,Retail,Individual,Amanda Carter,Texas,Rose,RS110,Noisette Rose,1,$11.99 ,$0.00 ,$11.99 ,United States
1002866,30-Jul-20,Wholesale,Business,Albert Moreno andSons,Kansas,Rose,RS511,Cabbage Rose,11,$20.95 ,$4.19 ,$226.26 ,United States
1002867,30-Jul-20,Wholesale,Business,Katelyn Kelly LLC,Louisiana,Daisy,DS806,Shasta Daisy,6,$49.00 ,$9.80 ,$284.20 ,United States
1002868,30-Jul-20,Wholesale,Business,Zoe Ramirez LLC,California,Orchid,OC602,Miltonia Orchid,7,$189.00 ,$37.80 ,"$1,285.20 ",United States
1002869,30-Jul-20,Wholesale,Business,Samuel Collins Corporation,Washington,Sunflower,SF704,Giant Sungold,5,$699.00 ,$139.80 ,"$3,355.20 ",United States
1002870,30-Jul-20,Wholesale,Business,Deanna Ramos Group,Iowa,Daisy,DS809,Eastern Purple Coneflower,5,$42.99 ,$8.60 ,$206.35 ,United States
1002871,30-Jul-20,Retail,Individual,Lisa Cai,Colorado,Sunflower,SF702,American Giant Hybrid,1,$899.00 ,$0.00 ,$899.00 ,United States
1002872,31-Jul-20,Retail,Individual,Darren Gill,Florida,Daisy,DS808,Pale Purple Coneflower,1,$34.99 ,$0.00 ,$34.99 ,United States
1002873,31-Jul-20,Wholesale,Business,Sydney Cook Group,Maryland,Orchid,OC605,Psychopsis Orchid,12,$214.00 ,$42.80 ,"$2,525.20 ",United States
1002874,31-Jul-20,Wholesale,Business,Grace Hughes Inc.,Virginia,Rose,RS511,Cabbage Rose,5,$20.95 ,$4.19 ,$100.56 ,United States
1002875,31-Jul-20,Wholesale,Business,Jonathan Rodriguez Inc.,North Carolina,Rose,RS507,White Rose of York,10,$13.99 ,$2.80 ,$137.10 ,United States
1002876,31-Jul-20,Wholesale,Business,Alexandra Richardson Industries,Tennessee,Rose,RS513,Tea Rose,5,$14.99 ,$3.00 ,$71.95 ,United States
1002877,31-Jul-20,Retail,Individual,Alison Pal,Tennessee,Rose,RS514,Grandiflora,1,$23.99 ,$0.00 ,$23.99 ,United States
1002878,31-Jul-20,Retail,Individual,Ana Griffin,Pennsylvania,Sunflower,SF703,Russian Mammoth,1,$549.00 ,$0.00 ,$549.00 ,United States
1002879,31-Jul-20,Wholesale,Business,Angela Sanders Inc.,Georgia,Daisy,DS809,Eastern Purple Coneflower,62,$42.99 ,$8.60 ,"$2,656.78 ",United States
1002880,31-Jul-20,Wholesale,Business,Lauren Thompson Inc.,California,Daisy,DS803,Curly Leaf Daisy,7,$29.99 ,$6.00 ,$203.93 ,United States
1002881,31-Jul-20,Wholesale,Business,Sara Peterson Inc.,South Carolina,Rose,RS521,Hybrid Musk,109,$19.50 ,$3.90 ,"$2,121.60 ",United States
1002882,31-Jul-20,Wholesale,Business,Ethan Anderson Group,New Hampshire,Daisy,DS806,Shasta Daisy,4,$49.00 ,$9.80 ,$186.20 ,United States
1002883,31-Jul-20,Retail,Individual,Ian White,Kentucky,Daisy,DS810,Gerbera Virdifolia,1,$44.95 ,$0.00 ,$44.95 ,United States
1002884,31-Jul-20,Wholesale,Business,Eduardo Williams LLC,New York,Orchid,OC206,Dendrobium Orchid,8,$119.00 ,$23.80 ,$928.20 ,United States
1002885,31-Jul-20,Retail,Individual,Casey Xu,Florida,Rose,RS101,Prickly Wild Rose,1,$9.99 ,$0.00 ,$9.99 ,United States
1002886,31-Jul-20,Wholesale,Business,Meredith Johnsen Inc.,Texas,Orchid,OC203,Cycnoches Orchid,4,$69.00 ,$13.80 ,$262.20 ,United States
1002887,31-Jul-20,Wholesale,Business,Jasmine Barnes LLC,North Dakota,Orchid,OC202,Catasetum Orchid,5,$58.95 ,$11.79 ,$282.96 ,United States
1002888,31-Jul-20,Wholesale,Business,Emily Miller LLC,Iowa,Rose,RS109,Floribunda,5,$10.99 ,$2.20 ,$52.75 ,United States
1002889,1-Aug-20,Wholesale,Business,Sydney Carter Security,Florida,Orchid,OC606,Vanda Orchid,12,$225.00 ,$45.00 ,"$2,655.00 ",United States
1002890,1-Aug-20,Wholesale,Business,Cindy Patel LLC,New York,Rose,RS108,Panda Robot Blueprint,8,$7.99 ,$1.60 ,$62.32 ,United States
1002891,1-Aug-20,Wholesale,Business,Nicholas Thompson Tech,Texas,Sunflower,SF306,Chianti,8,$250.00 ,$50.00 ,"$1,950.00 ",United States
1002892,1-Aug-20,Retail,Individual,Johnathan Suri,North Carolina,Sunflower,SF704,Giant Sungold,2,$699.00 ,$0.00 ,"$1,398.00 ",United States
1002893,1-Aug-20,Wholesale,Business,Katherine Carter LLC,Minnesota,Rose,RS511,Cabbage Rose,10,$20.95 ,$4.19 ,$205.31 ,United States
1002894,1-Aug-20,Retail,Individual,Jessica Brown,Illinois,Rose,RS514,Grandiflora,1,$23.99 ,$0.00 ,$23.99 ,United States
1002895,1-Aug-20,Retail,Individual,Evan Wright,Colorado,Rose,RS505,Climbing Rose,1,$14.99 ,$0.00 ,$14.99 ,United States
1002896,1-Aug-20,Wholesale,Business,Marshall Sun andSons,Massachusetts,Rose,RS517,Wild Alberta Rose,15,$19.50 ,$3.90 ,$288.60 ,United States
1002897,1-Aug-20,Retail,Individual,Nathan Gonzales,Texas,Daisy,DS806,Shasta Daisy,1,$49.00 ,$0.00 ,$49.00 ,United States
1002898,1-Aug-20,Retail,Individual,Emily Wood,Texas,Rose,RS502,Rosa Glauca,1,$24.95 ,$0.00 ,$24.95 ,United States
1002899,1-Aug-20,Retail,Individual,Olivia Ward,Georgia,Sunflower,SF706,Firecracker,1,$883.00 ,$0.00 ,$883.00 ,United States
1002900,1-Aug-20,Wholesale,Business,Carlos Murphy Technologies,Ohio,Sunflower,SF302,Sunny Smile,33,$395.00 ,$79.00 ,"$12,956.00 ",United States
1002901,1-Aug-20,Retail,Individual,Paige Butler,Florida,Orchid,OC607,Zygopetalum Orchid,1,$245.00 ,$0.00 ,$245.00 ,United States
